0	0	1922.764	-119.813
1	0	1731.492	-103.58
0	1	1167.91	-139.368
1	1	1004.606	-95.004
0	2	2163.508	-152.975
1	2	1975.388	-100.918
0	3	2163.508	-152.975
1	3	1975.388	-100.918
0	4	2143.752	-177.982
1	4	1957.569	-122.927
0	5	2162.856	-168.223
1	5	1974.846	-114.711
0	6	2162.856	-168.223
1	6	1974.846	-114.711
0	7	1569.273	-204.757
1	7	1395.616	-170.517
0	8	1569.273	-204.757
1	8	1395.616	-170.517
0	9	2130.249	-215.949
1	9	1945.445	-157.122
0	10	2130.249	-215.949
1	10	1945.445	-157.122
0	11	2150.42	-210.673
1	11	1963.419	-152.853
0	12	2150.258	-216.303
1	12	1963.138	-158.158
0	13	890.538	-278.416
1	13	516.508	-1710.615
0	14	1347.831	-256.089
1	14	1182.229	-209.499
0	15	1569.65	-257.428
1	15	1395.705	-219.662
0	16	1843.968	-373.851
1	16	1654.561	-338.212
0	17	2039.99	-361.658
1	17	1837.72	-332.569
0	18	1811.749	-408.841
1	18	1623.959	-371.891
0	19	1856.54	-399.654
1	19	1666.734	-362.722
0	20	1987.651	-410.546
1	20	1789.544	-375.843
0	21	2053.604	-404.24
1	21	1851.06	-371.365
0	22	2082.042	-440.436
1	22	1876.856	-405.214
0	23	1440.402	-485.26
1	23	1269.5	-430.233
0	24	1485.848	-485.728
1	24	1313.333	-432.412
0	25	1531.121	-486.103
1	25	1356.639	-434.595
0	26	1613.452	-506.905
1	26	1432.242	-461.418
0	27	1613.452	-506.905
1	27	1432.242	-461.418
0	28	1995.058	-460.46
1	28	1796.627	-422.242
0	29	2078.967	-465.2
1	29	1875.021	-428.233
0	30	167.273	-517.863
1	30	299.066	-59.94
0	31	1831.119	-528.598
1	31	1642.486	-482.674
0	32	1855.626	-528.947
1	32	1665.622	-483.532
0	33	1928.497	-529.984
1	33	1734.194	-485.867
0	34	2028.864	-531
1	34	1827.987	-488.616
0	35	2455.703	-537.854
1	35	2368.193	-154.919
0	36	2455.703	-537.854
1	36	2368.193	-154.919
0	37	135.532	-580.733
1	37	262.284	-119.588
0	38	136.643	-592.733
1	38	262.819	-131.47
0	39	1349.891	-580.245
1	39	1180.906	-518.466
0	40	1382.185	-588.555
1	40	1212.108	-527.227
0	41	1668.692	-623.139
1	41	1491.148	-563.211
0	42	1725.516	-631.428
1	42	1530.513	-572.68
0	43	1803.41	-603.759
1	43	1615.238	-557.184
0	44	1937.369	-591.462
1	44	1743.028	-543.316
0	45	1993.893	-578.434
1	45	1795.884	-531.776
0	46	1993.893	-578.434
1	46	1795.884	-531.776
0	47	2015.146	-587.111
1	47	1815.318	-540.235
0	48	2064.243	-579.597
1	48	1861.397	-533.991
0	49	220.216	-698.769
1	49	341.604	-239.61
0	50	420.56	-640.127
1	50	534.45	-622.666
0	51	1582.018	-658.807
1	51	1408.027	-593.258
0	52	1580.526	-677.678
1	52	1406.54	-614.047
0	53	1822.872	-644.394
1	53	1634.45	-591.19
0	54	1818.913	-664.647
1	54	1630.599	-610.19
0	55	1836.854	-653.675
1	55	1647.087	-599.838
0	56	1818.909	-673.356
1	56	1630.765	-618.252
0	57	1802.959	-702.198
1	57	1611.676	-651.639
0	58	1802.959	-702.198
1	58	1611.676	-651.639
0	59	1833.474	-673.875
1	59	1644.322	-618.784
0	60	1858.78	-674.352
1	60	1668.567	-619.47
0	61	1867.39	-674.377
1	61	1676.578	-619.738
0	62	2435.278	-655.148
1	62	2352.297	-253.505
0	63	1576.966	-737.864
1	63	1403.584	-667.598
0	64	1757.823	-743.636
1	64	1577.358	-674.781
0	65	132.17	-779.913
1	65	246.68	-314.466
0	66	132.17	-779.913
1	66	246.68	-314.466
0	67	159.921	-794.645
1	67	275.745	-328.951
0	68	1462.483	-795.99
1	68	1292.768	-720.578
0	69	1557.336	-769.706
1	69	1559.282	-704.84
0	70	1561.628	-784.827
1	70	1389.258	-711.074
0	71	1562.88	-809.935
1	71	1390.148	-735.28
0	72	1660.771	-813.946
1	72	1485.687	-739.654
0	73	2455.132	-807.798
1	73	2369.907	-384.282
0	74	141.914	-874.894
1	74	251.241	-406.311
0	75	2053.575	-908.989
1	75	1859.554	-827.897
0	76	2053.575	-908.989
1	76	1859.554	-827.897
0	77	155.5	-967.79
1	77	260.381	-497.134
0	78	157.244	-981.399
1	78	261.432	-510.784
0	79	176.144	-1022.053
1	79	279.286	-550.168
0	80	257.692	-960.804
1	80	365.785	-492.192
0	81	434.313	-995.858
1	81	544.81	-982.859
0	82	2130.721	-997.347
1	82	1889.613	-1070.794
0	83	164.458	-1032.887
1	83	265.906	-561.57
0	84	165.47	-1038.454
1	84	266.671	-567.776
0	85	180.271	-1041.654
1	85	282.378	-569.522
0	86	1339.422	-1032.269
1	86	1194.668	-909.678
0	87	2028.327	-1050.024
1	87	1851.905	-927.615
0	88	2055.57	-1051.554
1	88	1850.513	-1155.579
0	89	2110.47	-1041.301
1	89	1871.662	-1103.869
0	90	181.833	-1108.013
1	90	256.823	-415.987
0	91	177.195	-1111.673
1	91	274.686	-639.55
0	92	178.393	-1119.207
1	92	275.471	-647.385
0	93	185.243	-1137.876
1	93	281.662	-664.913
0	94	1052.599	-1127.162
1	94	856.544	-1207.767
0	95	1792.854	-1141.982
1	95	1628.389	-1024.083
0	96	2093.723	-1096.103
1	96	1856.477	-1154.46
0	97	186.473	-1180.38
1	97	280.439	-707.296
0	98	389.23	-1194.668
1	98	462.837	-752.372
0	99	1584.717	-1182.553
1	99	1396.801	-1119.321
0	100	2090.491	-1181.517
